CoreID,Sample,Red,Green,Blue,l,a,b
ERMSTANCADA_a,1066.685,148,115,87,74.356,5.312,15.881
ERMSTANCADA_a,1066.755,149,116,86,74.599,4.888,16.827
ERMSTANCADA_a,1066.825,150,116,85,74.64,5.012,17.433
ERMSTANCADA_a,1066.895,149,116,85,74.597,4.69,17.357
ERMSTANCADA_a,1066.966,150,117,86,74.845,4.665,17.244
ERMSTANCADA_a,1067.036,150,116,87,74.646,5.407,16.376
ERMSTANCADA_a,1067.106,149,116,86,74.599,4.888,16.827
ERMSTANCADA_a,1067.176,148,115,84,74.347,4.715,17.472
ERMSTANCADA_a,1067.246,148,115,84,74.347,4.715,17.472
ERMSTANCADA_a,1067.316,148,115,85,74.35,4.914,16.938
ERMSTANCADA_a,1067.386,147,115,86,74.309,4.79,16.331
ERMSTANCADA_a,1067.456,145,113,85,73.808,5.044,16.015
ERMSTANCADA_a,1067.526,148,115,86,74.353,5.113,16.407
ERMSTANCADA_a,1067.596,151,117,87,74.891,5.181,16.793
ERMSTANCADA_a,1067.666,153,118,87,75.178,5.276,17.282
ERMSTANCADA_a,1067.736,156,121,90,75.908,5.194,16.957
ERMSTANCADA_a,1067.806,156,121,89,75.906,5.002,17.472
ERMSTANCADA_a,1067.876,157,122,89,76.144,4.785,17.877
ERMSTANCADA_a,1067.946,157,123,91,76.344,4.641,17.183
ERMSTANCADA_a,1068.016,155,121,90,75.866,4.881,16.884
ERMSTANCADA_a,1068.086,153,119,88,75.379,4.932,17.098
ERMSTANCADA_a,1068.156,154,120,89,75.623,4.907,16.99
ERMSTANCADA_a,1068.226,153,120,89,75.58,4.591,16.916
ERMSTANCADA_a,1068.296,151,118,87,75.091,4.64,17.133
ERMSTANCADA_a,1068.366,149,114,83,74.185,5.39,17.741
ERMSTANCADA_a,1068.437,149,114,84,74.188,5.59,17.203
ERMSTANCADA_a,1068.507,150,115,84,74.435,5.361,17.624
ERMSTANCADA_a,1068.577,152,117,86,74.932,5.304,17.394
ERMSTANCADA_a,1068.647,151,118,87,75.091,4.64,17.133
ERMSTANCADA_a,1068.717,154,119,88,75.423,5.248,17.172
ERMSTANCADA_a,1068.787,155,120,89,75.666,5.221,17.064
ERMSTANCADA_a,1068.857,152,119,89,75.339,4.81,16.506
ERMSTANCADA_a,1068.927,151,118,89,75.096,5.032,16.093
ERMSTANCADA_a,1068.997,150,117,87,74.847,4.862,16.718
ERMSTANCADA_a,1069.067,150,117,87,74.847,4.862,16.718
ERMSTANCADA_a,1069.137,147,115,86,74.309,4.79,16.331
ERMSTANCADA_a,1069.207,147,115,85,74.306,4.59,16.862
